timestamp,open,high,low,close
1704067200000,2062.688,2062.688,2062.688,2062.688
1704070800000,2062.688,2062.688,2062.688,2062.688
1704074400000,2062.688,2062.688,2062.688,2062.688
1704078000000,2062.688,2062.688,2062.688,2062.688
1704081600000,2062.688,2062.688,2062.688,2062.688
1704085200000,2062.688,2062.688,2062.688,2062.688
1704088800000,2062.688,2062.688,2062.688,2062.688
1704092400000,2062.688,2062.688,2062.688,2062.688
1704096000000,2062.688,2062.688,2062.688,2062.688
1704099600000,2062.688,2062.688,2062.688,2062.688
1704103200000,2062.688,2062.688,2062.688,2062.688
1704106800000,2062.688,2062.688,2062.688,2062.688
1704110400000,2062.688,2062.688,2062.688,2062.688
1704114000000,2062.688,2062.688,2062.688,2062.688
1704117600000,2062.688,2062.688,2062.688,2062.688
1704121200000,2062.688,2062.688,2062.688,2062.688
1704124800000,2062.688,2062.688,2062.688,2062.688
1704128400000,2062.688,2062.688,2062.688,2062.688
1704132000000,2062.688,2062.688,2062.688,2062.688
1704135600000,2062.688,2062.688,2062.688,2062.688
1704139200000,2062.688,2062.688,2062.688,2062.688
1704142800000,2062.688,2062.688,2062.688,2062.688
1704146400000,2062.688,2062.688,2062.688,2062.688
1704150000000,2062.598,2066.595,2062.405,2063.615
1704153600000,2063.625,2065.778,2062.275,2065.358
1704157200000,2065.358,2069.825,2064.785,2066.515
1704160800000,2066.515,2068.345,2063.915,2067.698
1704164400000,2067.695,2070.285,2066.445,2069.528
1704168000000,2069.528,2070.578,2068.775,2069.505
1704171600000,2069.525,2074.745,2069.415,2074.415
1704175200000,2074.465,2076.665,2072.865,2074.145
1704178800000,2074.065,2076.335,2073.028,2073.048
1704182400000,2073.015,2074.465,2071.745,2073.235
1704186000000,2073.235,2078.825,2073.185,2076.945
1704189600000,2076.965,2077.675,2073.415,2075.925
1704193200000,2075.875,2076.115,2068.205,2069.145
1704196800000,2069.105,2069.405,2064.995,2067.845
1704200400000,2067.815,2070.965,2064.795,2066.158
1704204000000,2066.225,2070.295,2062.095,2070.295
1704207600000,2070.295,2070.595,2055.818,2059.265
1704211200000,2059.305,2067.515,2059.075,2066.005
1704214800000,2066.085,2066.865,2061.755,2062.615
1704218400000,2062.645,2064.875,2060.495,2061.115
1704222000000,2061.055,2062.065,2060.375,2060.825
1704225600000,2060.885,2061.545,2057.915,2058.115
1704229200000,2058.225,2059.118,2057.975,2058.605
1704232800000,2058.605,2058.605,2058.605,2058.605
1704236400000,2058.018,2059.955,2058.018,2059.455
1704240000000,2059.475,2062.045,2059.094,2060.105
1704243600000,2060.115,2062.455,2059.475,2062.405
1704247200000,2062.395,2065.085,2061.475,2064.558
1704250800000,2064.558,2065.525,2063.265,2065.025
1704254400000,2064.965,2065.485,2064.325,2064.775
1704258000000,2064.755,2065.835,2063.405,2063.995
1704261600000,2063.965,2065.325,2063.365,2064.178
1704265200000,2064.164,2064.175,2060.795,2062.928
1704268800000,2062.835,2064.228,2058.805,2059.908
1704272400000,2059.965,2060.485,2054.235,2056.695
1704276000000,2056.695,2057.048,2052.525,2054.805
1704279600000,2054.795,2055.565,2046.594,2047.485
1704283200000,2047.505,2048.205,2041.685,2045.595
1704286800000,2045.565,2047.895,2038.645,2040.935
1704290400000,2040.945,2042.225,2031.665,2037.755
1704294000000,2037.755,2048.698,2031.785,2032.495
1704297600000,2032.545,2035.945,2031.218,2032.345
1704301200000,2032.405,2033.655,2030.515,2033.255
1704304800000,2033.255,2036.215,2032.835,2035.695
1704308400000,2035.678,2042.205,2030.535,2036.575
1704312000000,2036.595,2042.175,2036.435,2040.878
1704315600000,2040.955,2041.698,2040.215,2041.195
1704319200000,2041.195,2041.195,2041.195,2041.195
1704322800000,2041.895,2043.835,2041.398,2042.895
1704326400000,2042.865,2043.085,2041.495,2042.065
1704330000000,2042.075,2043.215,2040.055,2042.165
1704333600000,2042.145,2044.665,2042.145,2044.555
1704337200000,2044.545,2046.808,2043.998,2044.518
1704340800000,2044.498,2044.575,2042.355,2043.015
1704344400000,2043.005,2044.255,2042.345,2043.695
1704348000000,2043.705,2048.585,2043.585,2047.135
1704351600000,2047.118,2049.445,2046.498,2047.615
1704355200000,2047.615,2048.545,2045.345,2046.715
1704358800000,2046.695,2050.855,2046.215,2047.915
1704362400000,2047.895,2050.765,2046.565,2047.885
1704366000000,2047.865,2048.335,2044.828,2045.065
1704369600000,2044.995,2046.095,2043.245,2045.835
1704373200000,2045.895,2047.098,2038.715,2040.145
1704376800000,2040.165,2042.465,2036.155,2039.265
1704380400000,2039.345,2047.625,2038.995,2045.025
1704384000000,2045.075,2046.675,2044.065,2044.675
1704387600000,2044.725,2044.955,2040.765,2043.175
1704391200000,2043.095,2043.925,2041.445,2043.065
1704394800000,2043.045,2044.795,2042.395,2044.285
1704398400000,2044.265,2044.785,2042.955,2042.995
1704402000000,2043.025,2044.228,2042.945,2043.124
1704405600000,2043.124,2043.124,2043.124,2043.124
1704409200000,2043.218,2044.665,2042.725,2044.098
1704412800000,2044.128,2044.605,2043.225,2044.265
1704416400000,2044.275,2048.155,2043.995,2046.065
1704420000000,2046.085,2047.805,2045.605,2046.095
1704423600000,2046.095,2046.365,2044.685,2045.235
1704427200000,2045.265,2046.255,2044.365,2044.555
1704430800000,2044.515,2045.135,2043.055,2044.385
1704434400000,2044.345,2045.025,2040.805,2042.358
1704438000000,2042.358,2046.925,2041.975,2042.995
1704441600000,2043.005,2044.238,2041.255,2042.385
1704445200000,2042.305,2043.598,2038.295,2038.735
1704448800000,2038.765,2040.205,2037.235,2039.955
1704452400000,2039.935,2040.285,2037.035,2039.155
1704456000000,2039.155,2040.935,2038.355,2040.115
1704459600000,2040.135,2041.778,2024.255,2039.905
1704463200000,2039.885,2049.145,2038.655,2046.585
1704466800000,2046.595,2063.838,2046.544,2054.745
1704470400000,2054.815,2056.155,2044.025,2044.948
1704474000000,2044.925,2045.365,2040.335,2041.845
1704477600000,2041.835,2048.445,2040.385,2048.058
1704481200000,2048.085,2050.195,2044.865,2045.635
1704484800000,2045.655,2045.695,2042.785,2043.575
1704488400000,2043.645,2046.068,2043.645,2045.355
1704492000000,2045.355,2045.355,2045.355,2045.355
1704495600000,2045.355,2045.355,2045.355,2045.355
1704499200000,2045.355,2045.355,2045.355,2045.355
1704502800000,2045.355,2045.355,2045.355,2045.355
1704506400000,2045.355,2045.355,2045.355,2045.355
1704510000000,2045.355,2045.355,2045.355,2045.355
1704513600000,2045.355,2045.355,2045.355,2045.355
1704517200000,2045.355,2045.355,2045.355,2045.355
1704520800000,2045.355,2045.355,2045.355,2045.355
1704524400000,2045.355,2045.355,2045.355,2045.355
1704528000000,2045.355,2045.355,2045.355,2045.355
1704531600000,2045.355,2045.355,2045.355,2045.355
1704535200000,2045.355,2045.355,2045.355,2045.355
1704538800000,2045.355,2045.355,2045.355,2045.355
1704542400000,2045.355,2045.355,2045.355,2045.355
1704546000000,2045.355,2045.355,2045.355,2045.355
1704549600000,2045.355,2045.355,2045.355,2045.355
1704553200000,2045.355,2045.355,2045.355,2045.355
1704556800000,2045.355,2045.355,2045.355,2045.355
1704560400000,2045.355,2045.355,2045.355,2045.355
1704564000000,2045.355,2045.355,2045.355,2045.355
1704567600000,2045.355,2045.355,2045.355,2045.355
1704571200000,2045.355,2045.355,2045.355,2045.355
1704574800000,2045.355,2045.355,2045.355,2045.355
1704578400000,2045.355,2045.355,2045.355,2045.355
1704582000000,2045.355,2045.355,2045.355,2045.355
1704585600000,2045.355,2045.355,2045.355,2045.355
1704589200000,2045.355,2045.355,2045.355,2045.355
1704592800000,2045.355,2045.355,2045.355,2045.355
1704596400000,2045.355,2045.355,2045.355,2045.355
1704600000000,2045.355,2045.355,2045.355,2045.355
1704603600000,2045.355,2045.355,2045.355,2045.355
1704607200000,2045.355,2045.355,2045.355,2045.355
1704610800000,2045.355,2045.355,2045.355,2045.355
1704614400000,2045.355,2045.355,2045.355,2045.355
1704618000000,2045.355,2045.355,2045.355,2045.355
1704621600000,2045.355,2045.355,2045.355,2045.355
1704625200000,2045.355,2045.355,2045.355,2045.355
1704628800000,2045.355,2045.355,2045.355,2045.355
1704632400000,2045.355,2045.355,2045.355,2045.355
1704636000000,2045.355,2045.355,2045.355,2045.355
1704639600000,2045.355,2045.355,2045.355,2045.355
1704643200000,2045.355,2045.355,2045.355,2045.355
1704646800000,2045.355,2045.355,2045.355,2045.355
1704650400000,2045.355,2045.355,2045.355,2045.355
1704654000000,2045.355,2045.355,2045.355,2045.355
1704657600000,2045.355,2045.355,2045.355,2045.355
1704661200000,2045.355,2045.355,2045.355,2045.355
1704664800000,2045.355,2045.355,2045.355,2045.355
1704668400000,2044.385,2045.565,2042.805,2044.195
1704672000000,2044.235,2046.245,2043.695,2045.875
1704675600000,2045.855,2046.525,2042.815,2043.715
1704679200000,2043.715,2043.725,2041.165,2041.215
1704682800000,2041.165,2041.405,2034.975,2036.015
1704686400000,2036.075,2037.555,2035.575,2035.715
1704690000000,2035.665,2036.045,2026.925,2030.685
1704693600000,2030.685,2033.205,2030.285,2032.905
1704697200000,2032.895,2033.135,2028.505,2031.355
1704700800000,2031.305,2031.645,2027.145,2028.205
1704704400000,2028.165,2031.685,2026.465,2028.965
1704708000000,2028.965,2029.435,2026.885,2027.515
1704711600000,2027.495,2027.815,2016.604,2019.958
1704715200000,2019.958,2024.845,2018.865,2024.585
1704718800000,2024.605,2025.425,2018.345,2018.895
1704722400000,2018.905,2027.085,2018.385,2026.305
1704726000000,2026.325,2034.675,2025.435,2034.115
1704729600000,2034.105,2036.778,2031.335,2032.085
1704733200000,2032.155,2033.015,2027.015,2027.565
